composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Leclair,2.63201,2.66937,56.7521,3/2 ,1737,2.29427
Leclair,2.3721,2.95327,18.6667,2/4 ,1737,1.31274
Leclair,1.77457,2.74035,9.74359,2/4 ,1737,0.605291
Leclair,2.38105,2.92769,10.5263,2/4 ,1737,0.970951
Lalo,2.78937,2.7683,59.7753,9/8 ,1877,1.84463
Leclair,2.67957,2.96853,73.4744,4/4 ,1728,2.26688
Leclair,2.02518,2.90579,5.26316,4/4 ,1728,0.895486
Leclair,2.17755,2.84978,80.7746,3/4 ,1728,2.33245
Leclair,2.26686,2.85528,25.3333,2/4 ,1728,1.37878
Lecuona,2.458,2.61509,59.2702,3/4 ,,2.24929
Lecuona,2.65355,2.90404,14.6667,3/4 ,,0.863121
Lecuona,2.83969,2.99229,27.4519,3/4 ,,1.48068
Lecuona,2.25967,2.44536,12.6984,3/4 ,,0.765364
Lecuona,2.29463,2.59037,33.3333,3/4 ,,0.997503
Lecuona,2.2342,2.41925,21.0884,3/4 ,,1.09065
Lalo,2.27057,2.78024,41.2836,6/8 ,1877,1.85988
Lecuona,2.4949,2.98679,18.8889,3/4 ,,0.916118
LekeuGuillaume,2.72541,2.67179,68.921,4/4 ,,2.48855
LekeuGuillaume,2.81167,3.67969,39.3939,5/4 ,,1.0494
LekeuGuillaume,2.46625,2.73291,25.9259,3/4 ,,1.37095
LekeuGuillaume,2.39375,2.58125,42.381,3/4 ,,1.74906
LekeuGuillaume,2.51006,2.29427,42.2222,9/8 ,,1.2389
Lalo,2.39691,2.74293,22.3077,6/8 ,1877,0.877387
LekeuGuillaume,2.86741,3.10113,40.9938,12/8 ,,1.59171
LekeuGuillaume,2.73216,2.72094,60.4768,4/4 ,,1.89912
LekeuGuillaume,2.88982,3.14294,64.3576,4/4 ,,2.1652
LekeuGuillaume,2.85193,3.01925,53.4066,7/8 ,,2.25565
LekeuGuillaume,2.18797,2.85743,63.0804,3/4 ,,2.3028
LekeuGuillaume,2.39543,2.83207,30.8772,4/4 ,,1.29546
LekeuGuillaume,2.37722,3.00913,63.5589,4/4 ,,2.1232
Liadoff,2.6438,2.78468,57.7778,3/8 ,,1.51463
Liadoff,2.83908,2.51249,79.875,12/8 ,,1.61525
Liadoff,2.18788,2.04037,98.5714,12/8 ,,1.58496
Lalo,2.77304,2.67101,72.6611,4/4 ,1883,1.90428
Liadoff,2.63596,2.50836,45.805,4/4 ,,1.62581
Liadoff,2.4251,2.38612,48.1319,4/4 ,,1.26393
Liadoff,2.41049,2.51507,50.9767,3/4 ,,1.39787
Liadoff,2.57733,2.36432,56,3/4 ,,1.05294
Liadoff,2.73216,2.31273,0,3/8 ,,0
Liadoff,2.8365,2.88842,28.0702,3/8 ,,0.574636
Liadoff,2.46635,2.70732,58.8235,3/8 ,,0.991076
Liadoff,2.31613,1.79005,44.4444,2/4 ,,1.40564
Liadoff,2.9289,2.54939,36.3218,2/4 ,,1.28669
Liadoff,2.1581,1.98083,66.8161,3/4 ,,1.75272
Macdowell,2.78418,2.64145,68.8889,4/4 ,1884,1.36631
Macdowell,2.48342,3.2788,0,2/4 ,1890,0
Mahler,2.39688,2.66408,60.1905,3/4 ,1912
1913,1.95607
Mozart,2.9847,2.95499,57.0082,2/4 ,1788,1.99546
Mozart,2.53701,2.85469,22.4561,2/2 ,1788,1.02304
Mozart,3.1206,2.5219,81.6387,4/4 ,1788,2.1234
Mozart,2.05792,2.89106,43.2653,3/4 ,1788,1.45656
Mozart,3.11892,3.11892,28.4211,6/8 ,1788,0.790767
Mozart,2.19195,2.47311,31.9048,4/4 ,1789,1.77391
Mozart,2.84397,2.91782,37.193,3/8 ,1789,1.12549
Mozart,2.53257,2.96124,68.2353,6/8 ,1789,1.36338
Mozart,2.25224,2.56229,18.9418,2/4 ,1785,0.993393
Mozart,2.85988,2.76676,36.2963,4/4 ,1785,1.23639
Mahler,2.92215,3.27806,55.7393,2/2 ,1912
1913,1.1867
Mozart,2.72905,2.84224,82.2827,4/4 ,,1.79679
Mozart,2.61006,2.24929,57.9731,3/4 ,1791,2.12095
Musorgsky,2.67981,2.68163,45.5556,4/4 ,1868
1874
1925,1.42879
Musorgsky,3.26083,2.94504,0,4/4 ,1868
1874
1925,0
Musorgsky,2.62273,2.55283,19.0476,3/4 ,1868
1874
1925,0.905587
Musorgsky,2.92124,2.67408,39.9365,2/4 ,1913,1.65774
Musorgsky,2.7499,2.84535,39.1667,4/4 ,1886,1.3821
Musorgsky,2.62165,3.04248,24.5614,4/4 ,1886,1.12549
Musorgsky,2.9477,2.59412,62.6618,4/4 ,1886,2.02178
Musorgsky,2.67655,2.35866,28.2353,2/4 ,1886,0.79504
Mahler,2.79228,2.98582,39.5833,2/2 ,1912
1913,1.09543
Musorgsky,2.02313,2.90311,82.5,2/2 ,,0.963746
Musorgsky,2.25883,2.3445,67.5321,2/2 ,,1.50582
Musorgsky,2.60336,2.94819,31.746,2/2 ,,0.918296
Musorgsky,2.72322,3.00869,8.33333,2/2 ,,0.522559
Musorgsky,3.23195,2.85788,41.127,2/2 ,,2.37878
Musorgsky,2.35222,2.53064,22.2222,5/4 6/4 ,,0.890492
Musorgsky,2.80735,2.61058,28.2051,3/4 ,,0.921928
Musorgsky,2.51741,2.53701,95.2381,3/4 ,,1.75272
Musorgsky,2.54952,2.14883,16.6667,4/4 ,,0.764205
Musorgsky,2.90525,2.65886,49.4737,6/8 ,,1.48008
Mahler,2.74145,2.8037,32.6667,2/2 ,1912
1913,1.29879
Musorgsky,2.35472,2.59436,7.40741,4/4 ,,1.206
Musorgsky,2.88084,2.954,24.3223,2/4 ,,1.26077
Musorgsky,3.042,2.19969,0,2/4 ,,0
Musorgsky,2.75444,2.82878,106.266,4/4 ,,2.66596
Musorgsky,1.66122,1.91774,36.8261,4/4 ,,1.55666
Musorgsky,3.07573,3.29959,0,4/4 ,,0
Musorgsky,2.65564,2.65564,0,6/4 ,,0
Musorgsky,2.60985,2.41896,28.5714,2/4 ,,0.979869
Musorgsky,2.70161,2.38838,27.7778,4/4 ,,1.46048
Mahler,2.43291,3.13509,27.2727,2/2 2/4 ,1912
1913,0.96827
Mahler,2.59353,2.9152,37.8355,2/2 ,1912
1913,1.80624
Mahler,2.72722,2.72722,68.6314,4/4 ,1912
1913,2.46967
Mahler,2.79176,2.88815,46.4762,4/4 ,1912
1913,2.14378
Mahler,2.5026,3.0761,30.9524,4/4 ,1912
1913,1.19946
Mahler,2.41763,2.78416,49.9749,4/4 ,1912
1913,1.92322
Macdowell,2.81631,2.53661,33.3333,2/4 ,1890,0.918296
Maillart,2.33567,2.28394,45.4545,3/4 ,,0.266765
Maillart,2.89474,2.78194,56.152,4/4 ,,2.53302
Maillart,3.16474,3.18657,59.8557,4/4 ,,1.84733
Malipiero,3.33398,3.30972,74.2593,3/4 ,,1.56212
Malipiero,2.21264,2.66251,20,3/4 ,,0.985228
Malipiero,2.50415,2.78987,43.3333,3/4 ,,1.45166
Malipiero,2.63684,2.97018,57.7778,3/8 ,,0.988699
Malipiero,2.85366,2.45366,49.9346,2/4 ,,0.958712
Malipiero,2.21839,2.8065,44.4258,2/4 ,,1.76885
Malipiero,2.01688,2.55773,78.3333,6/8 ,,1.87025
Macdowell,2.58393,2.71369,62.1769,2/4 ,1890,2.19958
Malipiero,2.03876,2.24929,29.3333,6/8 ,,1.40564
Malipiero,2.49801,2.75429,34.1429,6/8 ,,1.54169
Malipiero,2.9476,2.88721,21.5686,6/8 ,,0.276195
Malipiero,2.85407,2.82641,5.12821,2/4 ,,0.591673
Malipiero,2.7719,2.70453,38.1818,4/4 ,,1.52164
Malipiero,3.01893,2.73158,55.4622,4/4 ,,2.0597
Malipiero,1.96735,2.14297,24.5614,3/8 ,,0.721928
Malipiero,1.62404,2.23096,33.7255,3/8 ,,0.913283
Malipiero,2.2744,2.35222,33.3333,3/4 ,,1.3093
Malipiero,2.33333,2.20915,35.6303,3/4 4/4 ,,1.37878
Macdowell,2.52949,2.8559,49.7436,3/4 ,1890,1.68794
Malipiero,2.02024,1.92417,60.5714,3/4 ,,1.68582
Malipiero,2.53049,2.07818,37.9487,3/4 ,,1.37878
Margis,2.50689,2.40152,58.9383,3/4 ,,1.68582
Margis,2.85498,2.89021,56.656,3/4 ,,1.86401
Marschner,2.29427,2.46507,85.1948,6/8 ,,1.95021
Marschner,2.68872,2.4183,33.3333,2/2 ,,0.970951
Marschner,3.22488,3.08605,28.4211,2/2 ,,1.1819
Martucci,2.57662,2.90701,38.6667,4/4 ,,1.44117
Mascagni,2.32428,2.7275,69.0435,2/4 ,1890,2.45915
Mascagni,2.52262,2.48855,23.4921,6/8 ,1890,1.09491
Mascagni,3.01869,2.90849,57.5198,3/4 ,1890,2.07507
Mascagni,2.74847,2.60561,45.5556,3/4 ,1890,1.7143
Macdowell,2.61817,2.51606,54.4444,3/4 ,1890,1.15955
Massenet,2.17699,2.88346,34.7826,6/8 ,1885,1.25972
Massenet,2.84948,2.75096,62.8985,2/4 ,1885,2.29885
Massenet,2.60023,2.50272,22.6984,6/8 ,1885,1.03619
Massenet,2.33922,2.73278,21.4264,2/4 ,1885,0.684038
Massenet,2.36912,2.71885,35.7576,2/4 ,1885,0.458686
Massenet,2.30971,2.86139,31.3043,2/4 ,1885,0.973784
Massenet,2.28064,1.96692,16.1172,9/8 ,1885,1.29584
Massenet,2.59742,2.74786,20.8333,3/8 ,1885,0.999655
Massenet,2.75225,2.85222,59.8879,3/4 ,1885,2.21769
Massenet,2.59491,2.82307,21.25,4/4 ,1873
1900,0.918296
Macdowell,2.70523,2.55218,73.9015,3/4 ,1888
1888,1.35203
Massenet,2.51351,2.69012,26.0606,6/8 ,1873
1900,1.14012
Massenet,2.54217,2.64141,65.4209,6/8 ,1873
1900,1.40984
Massenet,3.01307,2.63129,64.0741,4/4 ,1873
1900,2.06703
Massenet,3.01688,2.6416,35.3846,3/4 ,1873
1900,1.57442
Massenet,3.28832,2.88376,66.5961,4/4 ,1873
1900,1.79902
Massenet,2.67341,2.22268,27.1111,2/2 ,1873
1900,1.35667
Massenet,2.48551,2.9339,17.2222,2/2 ,1873
1900,0.605187
Massenet,2.91402,2.77292,43.5863,4/4 ,1894,2.27509
Massenet,1.96721,2.02073,95.1189,4/4 ,1894,2.35164
Massenet,2.42347,2.93469,46.7023,4/4 ,1873,1.37789
Macdowell,2.71007,2.82059,35.8974,2/4 ,1888
1888,1.28705
Massenet,2.52949,3.07757,58.0952,2/2 ,1873,1.19819
Massenet,2.91508,2.91508,44.7709,4/4 ,1873,2.14644
Massenet,2.54053,2.80687,32.381,4/4 ,1877
1883,1.39215
Massenet,2.7029,2.97494,27.2789,4/4 ,1877
1883,1.53291
Massenet,1.7362,2.82393,54.3281,4/4 ,1881,1.50997
Massenet,2.47722,2.45282,30.303,4/4 ,1881,1.38443
Massenet,2.52174,2.64696,26.6667,3/4 ,1881,0.977418
Massenet,3.12745,2.86803,55.4154,3/4 ,1881,1.48914
Massenet,2.64277,2.84514,109.782,3/4 ,1881,1.37878
Massenet,2.18121,2.86659,68.8889,4/4 ,1881,2.23593
Macdowell,3.05875,2.90727,47.7124,3/4 ,1888
1888,1.83803
Massenet,2.65311,2.95915,39.994,3/4 ,1881,0.985228
Massenet,2.98423,2.53661,5.55556,3/4 ,1881,0
Massenet,2.59412,2.61437,38.4029,3/4 ,1881,2.26381
Massenet,2.63328,2.78667,83.5556,4/4 ,1874,1.14012
Massenet,2.69402,2.79335,61.6162,4/4 ,1874,1.5143
Massenet,2.14545,2.58347,9.33333,4/4 ,1874,0.99403
Massenet,2.59742,2.94839,37.9286,4/4 ,1874,2.17065
Massenet,2.57077,3.03187,37.7778,3/8 ,1874,1.45872
Massenet,2.90775,3.02807,19.6078,3/8 ,1874,0.242292
Massenet,2.48346,2.43004,33.3333,4/4 ,1874,1.41956
Macdowell,1.89611,2.73815,29.2063,2/2 ,1902,0.865857
Massenet,2.3496,2.90564,50.7937,12/8 6/8 12/8 ,1874,1.54659
Massenet,3.05061,2.85091,74.36,3/4 ,1874,1.94975
Massenet,2.56233,2.78845,76.1977,3/4 ,1874,2.18648
McDonald,2.77672,2.7081,61.5873,2/2 ,,1.70282
McDonald,2.52332,2.86087,8.69565,2/2 ,,0.242292
McDonald,2.74849,2.92873,27.619,2/2 ,,0.605291
McDonald,2.12165,2.14732,48.4807,2/2 3/2 ,,2.15454
Medtner,3.46415,3.23685,28.0702,6/8 ,,0.258019
Medtner,3.12581,3.03832,43.2738,4/4 ,,1.35667
Medtner,2.13392,2.1581,39.0476,4/4 ,,1.9183
Macdowell,2.77848,2.97221,42.4242,4/4 ,1897,1.5143
Medtner,2.40564,2.81128,16.2971,4/4 ,,1.31432
Medtner,2.58206,2.69478,28.5714,3/4 ,,0.721928
Medtner,2.53257,2.45565,57.7778,4/4 ,,2.01514
Medtner,2.7344,2.91871,36.7965,2/4 ,,1.90834
Medtner,2.51908,2.43908,44.5833,3/8 ,,1.78045
Medtner,2.3707,2.7405,43.6591,2/4 ,,1.46096
Mendelssohn,2.06678,2.14781,53.3333,4/4 ,1831,0.907166
Mendelssohn,3.76855,2.54816,42.783,4/4 ,1831,1.97386
Mendelssohn,2.48346,2.35222,5.12821,4/4 ,1831,0.371232
Mendelssohn,2.72264,2.78595,68.21,4/4 ,1831,1.91317
Macdowell,2.66017,2.954,23.7487,4/4 ,1884,1.37928
Macdowell,2.77219,2.68128,38.3333,4/4 ,1902,1.64571
Mendelssohn,2.14926,3.24022,30,4/4 ,1831
1832,0.684038
Mendelssohn,2.68259,3.1899,18.7879,4/4 ,1831
1832,0.773228
Mendelssohn,2.84081,2.73216,74.2222,4/4 ,1831
1832,1.53049
Mendelssohn,2.07629,2.68953,22.2222,4/4 ,1831
1832,0.591673
Mendelssohn,2.49893,2.54926,18.1818,3/4 ,1831
1832,0.979869
Mendelssohn,2.49719,3.34083,26.9841,4/4 ,1831
1832,0.605291
Mendelssohn,2.60398,1.99278,53.9394,4/4 ,1838,2.18872
Mendelssohn,2.65505,2.3318,21.0794,4/4 ,1838,1.37164
Mendelssohn,2.86032,2.58426,11.6667,4/4 ,1838,0.591673
Mendelssohn,2.62598,2.68671,21.0256,2/4 ,1838,0.973128
Macdowell,2.8676,3.00307,58.4286,3/4 ,1894,1.87762
Mendelssohn,2.05156,2.93604,19.3651,3/4 ,1838,0.790767
Mendelssohn,2.93983,2.34572,43.3333,4/4 ,1845,1.70044
Mendelssohn,3.13686,2.8871,8.33333,2/2 ,1845,0.522559
Mendelssohn,2.57393,2.61063,30.8123,2/2 ,1845,1.44662
Mendelssohn,3.15502,3.01101,39.4805,6/8 ,1845,1.49366
Mendelssohn,2.4566,2.75429,55.5556,6/8 ,1845,1.68794
Mendelssohn,2.64053,2.69951,45.7971,4/4 ,1845,1.46186
Mendelssohn,2.89421,2.96474,23.0769,4/4 ,1845,0.991076
Mendelssohn,2.78064,2.85846,68.8889,4/4 ,1845,1.82625
Mendelssohn,2.86596,2.34145,37.415,4/4 ,1845,1.72323
Macdowell,2.7347,2.70915,94.5898,6/8 ,1887
1901,2.46596
Mendelssohn,1.81093,2.68001,0,2/2 ,1827
1830,0
Mendelssohn,2.40309,2.93099,29.1317,2/2 ,1827
1830,1.22439
Mendelssohn,2.65426,2.93395,12.1212,2/2 ,1827
1830,1
Mendelssohn,2.24644,1.97095,51.1111,2/2 ,1827
1830,1.40564
Mendelssohn,2.32789,2.82878,38.75,2/2 ,1827
1830,1.28961
Mendelssohn,2.75708,2.65315,22.9167,3/8 ,1827
1830,1.26393
Mendelssohn,2.16619,2.90274,16.2963,3/8 ,1827
1830,0.805858
Mendelssohn,3.04511,2.86195,29.6296,6/8 ,1827
1830,0.522559
Mendelssohn,2.22219,2.8065,64.5833,6/8 ,1827
1830,1.40208
Mendelssohn,2.7347,2.7347,53.3333,6/8 ,1827
1830,1.52219
Macdowell,2.21924,2.84535,60.1322,4/4 ,1898,2.48855
Mendelssohn,2.34544,2.65418,18.5185,2/4 ,1827
1830,1.23639
Mendelssohn,2.77869,2.5845,32.381,3/4 ,1827
1830,1.88958
Mendelssohn,2.96489,2.93469,44.8789,4/4 ,1827
1830,2.22612
Mendelssohn,2.74897,2.57244,73.6453,4/4 ,1827
1830,2.13128
Mendelssohn,2.75506,2.94504,9.52381,4/4 ,1827
1830,0.353359
Mendelssohn,2.91908,2.25791,49.2593,4/4 ,1827
1830,1.63932
Mendelssohn,3.27047,2.48469,29.966,4/4 ,1830,1.54086
Mendelssohn,2.10869,2.40869,25,4/4 ,1830,0.977418
Mendelssohn,2.37744,2.85828,60,6/8 ,1830,1.97511
Mendelssohn,2.22281,2.69509,23.3333,6/8 ,1830,0.702467
Macdowell,2.30161,2.6037,60.5361,6/8 ,1898,2.15564
Mendelssohn,2.33821,2.58952,2.66667,2/4 ,1830,0.995727
Mendelssohn,2.50956,2.95131,45.9259,2/4 ,1830,1.26381
Mendelssohn,2.35275,1.92417,16.6667,2/2 ,1830,1.43552
Mendelssohn,2.23837,2.91835,4.30108,2/2 ,1830,0.33729
Mendelssohn,2.90531,2.83978,18.4615,2/2 ,1830,1.39958
Mendelssohn,2.44284,2.70613,57.0259,4/4 ,1828
1833,2.19546
Mendelssohn,2.69681,2.92288,2.08333,2/2 ,1828
1833,0.195909
Mendelssohn,2.6796,2.48313,14.5756,2/2 ,1828
1833,0.900022
Mendelssohn,2.37456,2.60985,33.3333,2/2 ,1828
1833,1.04085
Mendelssohn,3.17744,2.82865,48.6111,4/4 ,1830
1832,1.55666
Macdowell,2.67034,2.78086,55.3846,4/4 ,1898,1.83524
Mendelssohn,2.61598,2.47055,50,4/4 ,1830
1832,1.21553
Mendelssohn,2.86669,2.82429,33.6842,4/4 ,1830
1832,0.987693
Mendelssohn,1.97175,1.67674,70.1587,4/4 ,1839,1.79248
Mendelssohn,2.7715,3.00347,14.5238,2/2 ,1839,0.67468
Mendelssohn,2.83496,2.90727,54.2857,2/2 ,1839,1.47722
Mendelssohn,2.6245,2.90036,30.8889,2/2 ,1839,1.55049
Mendelssohn,2.89741,2.51266,36.0784,2/2 ,1839,1.65774
Mendelssohn,2.85988,2.77292,72.1693,4/4 ,1829,2.04306
Mendelssohn,2.55938,2.90156,36,4/4 ,1829,1.02146
Mendelssohn,2.6319,2.64998,17.5439,4/4 ,1829,0.591673
Macdowell,2.72322,2.9037,53.4694,6/8 ,1898,1.88925
Mendelssohn,2.64998,2.84237,61.9608,4/4 ,1829,1.18129
Mendelssohn,2.64264,2.57448,20,2/4 ,1829,0.944489
Mendelssohn,2.98418,2.98418,61.3919,3/4 ,1829,2
Mendelssohn,2.69313,2.90769,87.4074,12/8 ,1829,1.38443
Mendelssohn,2.72472,3.02304,43.0159,12/8 ,1829,1.75748
Mendelssohn,2.68872,2.81977,82.9467,4/4 ,1838,2.25887
Mendelssohn,2.58496,2.52206,33.3333,4/4 ,1838,1.06128
Mendelssohn,2.68307,2.47031,25.9259,4/4 ,1838,0.742488
Mendelssohn,2.54488,2.45792,72.2222,3/4 ,1838,1.39958
Mendelssohn,2.4766,2.7274,0,3/4 ,1838,0
Macdowell,2.74806,2.62948,58.9899,2/2 ,1897,2.14926
Mendelssohn,2.18375,2.49954,35.6044,2/4 ,1838,1.7274
Mendelssohn,2.75705,3.15121,18.6667,2/4 ,1838,0.491237
Mendelssohn,2.49204,2.70839,26.2963,2/4 ,1838,1.2143
Mendelssohn,2.94487,2.99816,6.17284,12/8 ,1838,0.785691
Mendelssohn,2.72013,2.93626,67.0588,12/8 ,1838,1.80164
Mendelssohn,2.93872,2.55875,59.1111,12/8 ,1838,1.83803
Mendelssohn,2.93472,2.90869,37.7778,4/4 ,1838,1.30617
Mendelssohn,2.43513,2.90517,38.7619,4/4 ,1838,1.53014
Mendelssohn,2.25308,2.80196,6.06061,3/4 ,1838,0.912316
Mendelssohn,2.88551,2.7744,49.0476,4/4 ,1838,1.83393
Macdowell,2.74839,2.53624,60,2/2 ,1897,0.831544
Mendelssohn,2.63183,2.44025,28.1704,4/4 ,1838,1.68548
Mendelssohn,2.85367,2.83009,33.3333,3/4 ,1838,0.892943
Mendelssohn,2.57733,2.74473,24.5614,3/4 ,1838,0.721928
Mendelssohn,3.11946,3.13846,48.4848,4/4 ,1827,2.02043
Mendelssohn,2.93582,2.95363,20.5128,6/8 ,1827,0.863121
Mendelssohn,2.61598,2.87685,47.1111,6/8 ,1827,0.913283
Mendelssohn,2.48171,2.99908,31.345,4/4 ,1830,1.69093
Mendelssohn,2.25569,2.83866,43.4921,6/8 ,1830,1.60431
Mendelssohn,2.62473,2.85115,62.8571,6/8 ,1830,1.6494
Mendelssohn,2.7838,2.85633,48.8889,4/4 ,1835,1.95082
Macdowell,2.5281,2.67249,77.7551,2/2 ,1897,2
Mendelssohn,2.60615,2.97277,28.8889,3/8 ,1835,1.56177
Mendelssohn,2.63856,2.71322,29.4872,6/8 ,1835,1.29879
Mendelssohn,2.65767,2.98992,24.0079,2/4 ,1837,1.02112
Mendelssohn,2.76903,2.80888,20.3704,6/8 ,1837,0.884184
Mendelssohn,2.46968,3.08377,27.451,3/4 ,1841,0.803072
Mendelssohn,2.87314,2.81507,36.1404,9/8 ,1841,0.937301
Mendelssohn,2.96632,3.06703,30.303,4/4 ,1841,0.619382
Mendelssohn,2.69785,2.89741,73.9755,4/4 ,1841,2.40468
Mendelssohn,3.27266,3.02059,39.7884,4/4 ,1844,1.67534
Mendelssohn,2.7296,2.72425,30.3064,2/4 ,1844,1.68056
Macdowell,2.5172,3.0106,59.65,3/4 ,1884,2.4478
Macdowell,2.21895,2.49216,126.564,6/8 ,1897,2.25914
Mendelssohn,2.85788,2.83362,67,9/8 ,1844,1.40293
Mendelssohn,2.60316,3.30565,40.3333,6/8 ,1844,1.54554
Mendelssohn,2.89892,2.93986,46.6165,2/4 ,1844,1.67674
Mendelssohn,2.53723,2.9547,20,6/8 ,1845,0
Mendelssohn,2.75741,2.64888,21.6667,3/4 ,1845,0.892943
Mendelssohn,2.21913,2.60561,6.06061,6/8 ,,0.258019
Mendelssohn,2.74647,2.39972,29.697,2/4 ,,1.24152
Mendelssohn,2.51471,2.91719,43.9524,4/4 ,,1.74644
Mendelssohn,3.10188,2.74894,85.9259,6/8 ,,1.52623
Mendelssohn,2.42457,3.04795,0,4/4 ,1829,0
Macdowell,2.44525,3.1115,23.1602,6/8 ,1897,1.44475
Mendelssohn,2.6605,2.30372,0,4/4 ,1829,0
Mendelssohn,2.80113,2.66664,66.3909,3/4 ,1840
1843,1.81924
Mendelssohn,2.76381,2.70839,30.7246,6/8 ,1840
1843,1.27301
Mendelssohn,2.24698,3.01219,47.5362,6/8 ,1840
1843,1.52837
Mendelssohn,2.55805,2.58101,81.6667,6/8 ,1840
1843,1.54858
Mendelssohn,2.66096,2.53935,76.3636,6/8 ,1840
1843,0.811278
Mendelssohn,2.25119,2.56185,51.8519,2/4 ,1840
1843,1.295
Mendelssohn,2.64721,2.93366,26.455,2/4 ,1840
1843,0.863121
Mendelssohn,2.7744,2.52494,32.9365,2/4 ,1840
1843,1.48853
Mendelssohn,2.31662,2.36307,78.5631,2/4 ,1840
1843,2.18096
Macdowell,2.48679,2.68402,24.4444,2/4 ,1897,1.32446
Mendelssohn,2.75274,2.87603,104.351,2/2 ,1840
1843,1.81136
Mendelssohn,2.54145,2.42193,43.037,2/2 ,1840
1843,2.18004
Mendelssohn,2.72425,2.31613,67.5595,2/2 ,1840
1843,2.1368
Mendelssohn,2.90005,2.75506,55.1515,6/8 ,1840
1843,1.49261
Mendelssohn,3.00274,2.77094,72.5,6/8 ,1833,1.11808
Mendelssohn,2.90005,2.75506,45.9259,6/8 ,1833,1.37878
Mendelssohn,2.71996,2.8871,40.2597,6/8 ,1833,1.12164
Mendelssohn,2.35353,1.66918,73.195,4/4 ,1833,2.12193
Mendelssohn,2.86268,2.99908,37.9365,4/4 ,1833,1.77942
Mendelssohn,2.7899,2.70929,33.8462,4/4 ,1833,1.63482
Macdowell,2.82878,2.954,48.8889,4/4 ,1897,1.33282
Mendelssohn,2.09859,2.96815,21.0526,4/4 ,1833,0.60984
Mendelssohn,2.6037,2.98418,8.88889,3/4 ,1833,1.24756
Mendelssohn,,,93.7844,3/4 ,1833,2.65947
Mendelssohn,2.67449,2.57918,25.7151,4/4 ,1833,0.591673
Mendelssohn,2.87448,2.64771,28.3337,4/4 ,1833,0.242292
Mendelssohn,2.6568,2.65148,58.1348,4/4 ,1833,1.93114
Mendelssohn,1.69125,2.81507,0,4/4 ,1833,0
Mendelssohn,1.95268,2.75506,41.0256,4/4 ,1832
1868,0.940286
Mendelssohn,2.67803,2.28448,57.5865,2/2 ,1832
1868,2.07587
Mendelssohn,2.6416,2.53049,55.0183,2/2 ,1832
1868,1.78845
Macdowell,2.52382,2.28666,29.8039,2/4 ,1897,0.970951
Mendelssohn,2.57019,2.83256,71.5193,3/4 ,1832
1868,2.20511
Mendelssohn,2.606,2.72454,15.4545,3/4 ,1832
1868,0.678407
Mendelssohn,2.96558,2.75506,73.6797,2/4 ,1832
1868,1.84237
Mendelssohn,2.7899,2.49439,23.4921,4/4 ,1832
1868,1.14007
Mendelssohn,2.76596,2.32821,43.3333,4/4 ,1832
1868,1.55894
Mendelssohn,2.65656,2.3899,14,4/4 ,1832
1868,1.0958
Mendelssohn,2.53661,2.53661,10.2564,4/4 ,1832
1868,0.591673
Mendelssohn,2.58203,2.62473,81.7172,4/4 ,1832
1868,1.70282
Mendelssohn,2.54053,2.14291,82,3/4 ,184,1.15894
Mendelssohn,2.7899,2.65656,6.66667,3/4 ,1840,0.439497
Macdowell,2.60869,2.76596,28.8879,2/4 ,1897,1.32943
Mendelssohn,2.5734,2.94622,38.1905,4/4 ,1840,1.67674
Mendelssohn,2.12095,2.80735,67.7922,4/4 ,1840,1.5
Mendelssohn,2.52296,2.54837,8.08081,6/8 ,1840,0.787127
Mendelssohn,2.60624,2.65656,24.2424,4/4 ,1840,0.77935
Mendelssohn,2.21885,2.92745,48.8889,4/4 ,1840,1.73815
Mendelssohn,2.66818,2.88452,5.33333,4/4 ,1845,0.391244
Mendelssohn,2.94504,2.69478,80.9524,4/4 ,1845,1.82561
Mendelssohn,2.80004,2.54979,43.1973,4/4 ,1845,1.82282
Mendelssohn,2.28307,2.88888,78.1481,9/8 ,1845,1.44882
Mendelssohn,2.67803,2.43226,72,9/8 ,1845,1.57986
Macdowell,2.29547,2.18951,37.9365,3/8 ,1884,1.19812
Mendelssohn,3.1367,2.68316,0,2/4 ,1845,0
Mendelssohn,2.14145,3.0037,4.7619,2/4 ,1845,0.353359
Mendelssohn,2.72721,2.7378,39,6/8 ,1845,1.56837
Mendelssohn,2.93469,2.48229,65.0159,6/8 ,1845,1.50903
Mendelssohn,2.62614,3.15119,50,2/4 ,1842,1.23619
Meyerbeer,2.29526,2.85631,38.8314,4/4 ,1849,1.78124
Meyerbeer,2.86407,2.85357,49.8061,4/4 ,1849,1.44662
Miakovsky,2.49354,2.81045,35.5556,3/4 ,,1
Miakovsky,2.48633,2.48633,51.619,3/4 ,,1.55459
Miakovsky,3.06291,2.67769,44.1667,4/4 ,,1.33551
Macdowell,2.51723,2.55284,29.1667,2/4 ,1896,0.977418
Miakovsky,3.17489,3.15357,52.8589,4/4 ,,0.468996
Miakovsky,2.45085,2.66067,29.0794,4/4 ,,1.18628
Miakovsky,3.21971,2.81449,75.7857,4/4 ,,1.95249
Miakovsky,2.87821,2.97221,22.029,4/4 ,,0.741685
Miakovsky,3.03915,2.89629,27.2727,4/4 ,,0.650022
Miakovsky,2.61572,2.66013,33.3333,4/4 ,,0.73453
Miakovsky,2.91469,2.78803,46.2302,2/4 ,,1.34039
